name,website,category,date,soruce
www.ftseifc.com/fren,www.ftseifc.com/fren,FOREX,13/10/21,amf
www.dalendo.fr,www.dalendo.fr,USURPATION,08/10/21,amf
prénom.nom@allianz-crowdfunding.com,prénom.nom@allianz-crowdfunding.com,USURPATION,08/10/21,amf
cogepfiinance@gmail.com,cogepfiinance@gmail.com,USURPATION,08/10/21,amf
prénom.nom@2spconseil.fr,prénom.nom@2spconseil.fr,USURPATION,08/10/21,amf
agkapital.com,agkapital.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,04/10/21,amf
eu-trade4u.com,eu-trade4u.com,FOREX,04/10/21,amf
litegap.com/fr,litegap.com/fr,FOREX,04/10/21,amf
www.igmholdings.com,www.igmholdings.com,FOREX,04/10/21,amf
www.nitrocapitals.com,www.nitrocapitals.com,FOREX,04/10/21,amf
cmcapital-lu.com,cmcapital-lu.com,AUTRE ACTEUR NON AUTORISÉ,04/10/21,amf
airnext.io,airnext.io,CRYPTO-ACTIFS,30/09/21,amf
bbvam-privileges.com,bbvam-privileges.com,USURPATION,29/09/21,amf
prénom.nom@hottinguer-gestion.com,prénom.nom@hottinguer-gestion.com,USURPATION,29/09/21,amf
prénom.nom@hottinguer-asset.com,prénom.nom@hottinguer-asset.com,USURPATION,29/09/21,amf
prénom.nom@contango-trade-sa.com,prénom.nom@contango-trade-sa.com,USURPATION,29/09/21,amf
www.ftsefx.net,www.ftsefx.net,USURPATION,27/09/21,amf
fslgp.fr,fslgp.fr,USURPATION,27/09/21,amf
www.dc-placement.com,www.dc-placement.com,USURPATION,27/09/21,amf
www.demergon-fund.com,www.demergon-fund.com,USURPATION,27/09/21,amf
dje-investment.com,dje-investment.com,USURPATION,27/09/21,amf
ald-cpl.com,ald-cpl.com,USURPATION,27/09/21,amf
mg-tr.com,mg-tr.com,AUTRE ACTEUR NON AUTORISÉ,27/09/21,amf
lfeeuam.com,lfeeuam.com,USURPATION,27/09/21,amf
dcf-investment.com,dcf-investment.com,USURPATION,27/09/21,amf
prénom.nom@axa-partners.fr,prénom.nom@axa-partners.fr,USURPATION,27/09/21,amf
fr.samtradefx.com,fr.samtradefx.com,FOREX,15/09/21,amf
www.glluckfx.cc,www.glluckfx.cc,FOREX,15/09/21,amf
www.pegasus-invest.com,www.pegasus-invest.com,FOREX,15/09/21,amf
prénom.nom@nexity-groupe.fr,prénom.nom@nexity-groupe.fr,USURPATION,15/09/21,amf
prénom.nom@aglm-immo.fr,prénom.nom@aglm-immo.fr,USURPATION,15/09/21,amf
prénom.nom@karista-france.fr,prénom.nom@karista-france.fr,USURPATION,15/09/21,amf
contact@corum-lepargne.fr,contact@corum-lepargne.fr,USURPATION,09/09/21,amf
contact@lepargne-corum-am.com,contact@lepargne-corum-am.com,USURPATION,09/09/21,amf
market.capitalbk-france.com,market.capitalbk-france.com,USURPATION,09/09/21,amf
www.btc-anonyme.com,www.btc-anonyme.com,CRYPTO-ACTIFS,09/09/21,amf
www.ogm-portail.com,www.ogm-portail.com,USURPATION,09/09/21,amf
prénom.nom@ostrum.am-gestion.fr,prénom.nom@ostrum.am-gestion.fr,USURPATION,09/09/21,amf
prénom.nom@allianz-patrimoine.eu,prénom.nom@allianz-patrimoine.eu,USURPATION,09/09/21,amf
www.neoplacement.com,www.neoplacement.com,USURPATION,06/09/21,amf
alphapat-s.com,alphapat-s.com,USURPATION,06/09/21,amf
javius.com,javius.com,AUTRE ACTEUR NON AUTORISÉ,06/09/21,amf
intertradesfx.com,intertradesfx.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,03/09/21,amf
daily-investment-deals-now.com/bitcoin-trader,daily-investment-deals-now.com/bitcoin-trader,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,03/09/21,amf
prénom.nom@inv-rev.com,prénom.nom@inv-rev.com,USURPATION,03/09/21,amf
www.bitcointrader.site/fr,www.bitcointrader.site/fr,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,03/09/21,amf
contact@bellecour-capital.com,contact@bellecour-capital.com,USURPATION,01/09/21,amf
contact@bl-developpement.com,contact@bl-developpement.com,USURPATION,01/09/21,amf
access-eurnxt.com,access-eurnxt.com,USURPATION,01/09/21,amf
prénom.nom@nordea-am.com,prénom.nom@nordea-am.com,USURPATION,01/09/21,amf
prénom.nom@nordea-ifs.com,prénom.nom@nordea-ifs.com,USURPATION,01/09/21,amf
service.administratif@b-duhameletfils.fr,service.administratif@b-duhameletfils.fr,AUTRE ACTEUR NON AUTORISÉ,01/09/21,amf
prénom.nom@soc-immobiliere-epone.com,prénom.nom@soc-immobiliere-epone.com,USURPATION,27/08/21,amf
cme.log-to-myaccess.com,cme.log-to-myaccess.com,USURPATION,27/08/21,amf
fmo-partners.com,fmo-partners.com,USURPATION,27/08/21,amf
souscription@france-capitalbk.com,souscription@france-capitalbk.com,USURPATION,27/08/21,amf
astierd1@gmail.com,astierd1@gmail.com,USURPATION AMF,18/08/21,amf
gti-capital.com,gti-capital.com,AUTRE ACTEUR NON AUTORISÉ,18/08/21,amf
verdisparsecuritiesas.com,verdisparsecuritiesas.com,AUTRE ACTEUR NON AUTORISÉ,18/08/21,amf
www.dashboardvs.com,www.dashboardvs.com,AUTRE ACTEUR NON AUTORISÉ,18/08/21,amf
www.makarywallet.com,www.makarywallet.com,USURPATION,09/08/21,amf
www.cedre-invest.com,www.cedre-invest.com,USURPATION,09/08/21,amf
www.platform.mlpe-invest.com,www.platform.mlpe-invest.com,BIENS DIVERS / CHAMPAGNE,09/08/21,amf
www.ngibnk.com,www.ngibnk.com,USURPATION,04/08/21,amf
contact@corum-lepargne.com,contact@corum-lepargne.com,USURPATION,04/08/21,amf
prénom.nom@lepargne-corum.com,prénom.nom@lepargne-corum.com,USURPATION,04/08/21,amf
www.tcapitaltrading.com,www.tcapitaltrading.com,FOREX,04/08/21,amf
www.societe-fermiere-des-vignobles.com,www.societe-fermiere-des-vignobles.com,BIENS DIVERS / VIN,02/08/21,amf
prénom.nom@aldinfos.com,prénom.nom@aldinfos.com,USURPATION,02/08/21,amf
prénom.nom@patrimoine-solutions.com,prénom.nom@patrimoine-solutions.com,USURPATION,02/08/21,amf
www.stellium-secure.com,www.stellium-secure.com,USURPATION,02/08/21,amf
ktlz-france.com,ktlz-france.com,USURPATION,02/08/21,amf
www.rdf-investissement.com,www.rdf-investissement.com,AUTRE ACTEUR NON AUTORISÉ,02/08/21,amf
espace-clients.finagral.com,espace-clients.finagral.com,AUTRE ACTEUR NON AUTORISÉ,02/08/21,amf
finagral.com,finagral.com,AUTRE ACTEUR NON AUTORISÉ,02/08/21,amf
www.platinumhitech.com,www.platinumhitech.com,FOREX,29/07/21,amf
www.fxctinvestments.com/fr,www.fxctinvestments.com/fr,FOREX,29/07/21,amf
www.fxpoint.co,www.fxpoint.co,FOREX,29/07/21,amf
www.topcapitalinvest.com,www.topcapitalinvest.com,FOREX,27/07/21,amf
www.rodrigmarkets.com,www.rodrigmarkets.com,FOREX,27/07/21,amf
www.alpsmarkets.com/fr,www.alpsmarkets.com/fr,FOREX,27/07/21,amf
www.finantiko.net/fr,www.finantiko.net/fr,FOREX,27/07/21,amf
administration@nexity-groupe.com,administration@nexity-groupe.com,USURPATION,23/07/21,amf
prénom.nom@brs-portail.fr,prénom.nom@brs-portail.fr,USURPATION,23/07/21,amf
prénom.nom@brs.contact,prénom.nom@brs.contact,USURPATION,23/07/21,amf
prénom.nom@union-gestion-investissements.com,prénom.nom@union-gestion-investissements.com,USURPATION,23/07/21,amf
prénom.nom@revolut-trade.com,prénom.nom@revolut-trade.com,USURPATION,23/07/21,amf
prénom.nom@trade-revolut.com,prénom.nom@trade-revolut.com,USURPATION,23/07/21,amf
www.cvc-capital-partners.com,www.cvc-capital-partners.com,BIENS DIVERS / MONTRE,22/07/21,amf
www.scd-invest.com,www.scd-invest.com,BIENS DIVERS / VIN,22/07/21,amf
www.acces-dws-fr.eu,www.acces-dws-fr.eu,USURPATION,22/07/21,amf
prénom.nom@d-ws-expert.com,prénom.nom@d-ws-expert.com,USURPATION,22/07/21,amf
prénom.nom@accorinvest-europe.com,prénom.nom@accorinvest-europe.com,USURPATION,22/07/21,amf
prénom.nom@metzler-am.com,prénom.nom@metzler-am.com,USURPATION,19/07/21,amf
prénom.nom@d-ws-support.com,prénom.nom@d-ws-support.com,USURPATION,19/07/21,amf
www.deutschefb.com,www.deutschefb.com,USURPATION,19/07/21,amf
prénom.nom@ingroup-portail.fr,prénom.nom@ingroup-portail.fr,USURPATION,16/07/21,amf
www.eniam.com,www.eniam.com,AUTRE ACTEUR NON AUTORISÉ,15/07/21,amf
prénom.nom@primo-groupe.fr,prénom.nom@primo-groupe.fr,USURPATION,09/07/21,amf
www.napoleon-am.mywalletaccess.com,www.napoleon-am.mywalletaccess.com,USURPATION,09/07/21,amf
prénom.nom@napoleonam.com,prénom.nom@napoleonam.com,USURPATION,09/07/21,amf
www.hfc-capital.com,www.hfc-capital.com,AUTRE ACTEUR NON AUTORISÉ,09/07/21,amf
www.cavehcconseil.com,www.cavehcconseil.com,BIENS DIVERS / VIN,07/07/21,amf
www.global-markets-exchange.com,www.global-markets-exchange.com,CRYPTO-ACTIFS,07/07/21,amf
prénom.nom@dws-expert.eu,prénom.nom@dws-expert.eu,USURPATION,07/07/21,amf
www.fidelity-sicav.com,www.fidelity-sicav.com,USURPATION,07/07/21,amf
www.radixinvest.com,www.radixinvest.com,FOREX,01/07/21,amf
champagne.ngf.co.il,champagne.ngf.co.il,BIENS DIVERS / CHAMPAGNE,01/07/21,amf
fr.kiplar.com,fr.kiplar.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,01/07/21,amf
prénom.nom@crfp-13.fr,prénom.nom@crfp-13.fr,USURPATION,29/06/21,amf
prénom.nom@privatesantander.com,prénom.nom@privatesantander.com,USURPATION,29/06/21,amf
prénom.nom@dws-support.com,prénom.nom@dws-support.com,USURPATION,29/06/21,amf
www.securite-ic.com,www.securite-ic.com,USURPATION,29/06/21,amf
www.fpm-capital.com,www.fpm-capital.com,USURPATION,29/06/21,amf
contact@sicavprojaction.com,contact@sicavprojaction.com,USURPATION,23/06/21,amf
www.sicavprojaction.com,www.sicavprojaction.com,USURPATION,23/06/21,amf
www.accion.fr,www.accion.fr,USURPATION,23/06/21,amf
prénom.nom@genecomi.com,prénom.nom@genecomi.com,USURPATION,22/06/21,amf
prénom.nom@orpeagroupe.net,prénom.nom@orpeagroupe.net,USURPATION,22/06/21,amf
prénom.nom@lna-sante-ehpad.com,prénom.nom@lna-sante-ehpad.com,USURPATION,22/06/21,amf
prénom.nom@invest-stellium.com,prénom.nom@invest-stellium.com,USURPATION,22/06/21,amf
www.invest-stellium.com,www.invest-stellium.com,USURPATION,22/06/21,amf
prénom.nom@orpavimob-ehpad.com,prénom.nom@orpavimob-ehpad.com,USURPATION,15/06/21,amf
www.dws-platform.eu,www.dws-platform.eu,USURPATION,15/06/21,amf
prénom.nom@dws-info.eu,prénom.nom@dws-info.eu,USURPATION,15/06/21,amf
www.dwsacces.fr7-securite.com,www.dwsacces.fr7-securite.com,USURPATION,15/06/21,amf
www.bunqfx.com,www.bunqfx.com,USURPATION,15/06/21,amf
www.lhk-group.com,www.lhk-group.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,15/06/21,amf
www.eufm.eu,www.eufm.eu,FOREX,15/06/21,amf
service.administratif@cabinet-dumas.com,service.administratif@cabinet-dumas.com,USURPATION,11/06/21,amf
www.smartcrowd.store,www.smartcrowd.store,FINANCEMENT PARTICIPATIF,11/06/21,amf
www.capital-container.com,www.capital-container.com,BIENS DIVERS / CONTENEUR,11/06/21,amf
www.lplcapital.eu,www.lplcapital.eu,FOREX,09/06/21,amf
invesco.group,invesco.group,USURPATION,09/06/21,amf
www.quoniam-private.com,www.quoniam-private.com,USURPATION,09/06/21,amf
prénom.nom@ingroup-client.com,prénom.nom@ingroup-client.com,USURPATION,09/06/21,amf
prénom.nom@euryale-asset-management.com,prénom.nom@euryale-asset-management.com,USURPATION,09/06/21,amf
www.2sp-conseil.com,www.2sp-conseil.com,USURPATION,07/06/21,amf
www.newcfds.com,www.newcfds.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,07/06/21,amf
www.ctxholdings.com,www.ctxholdings.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,07/06/21,amf
www.primexbt.com,www.primexbt.com,FOREX,07/06/21,amf
www.marginelite.com,www.marginelite.com,FOREX,07/06/21,amf
www.tradeviewforex.com,www.tradeviewforex.com,FOREX,07/06/21,amf
www.dws-international.com,www.dws-international.com,USURPATION,02/06/21,amf
agipopci.online,agipopci.online,USURPATION,02/06/21,amf
www.bb-patrimoine.com,www.bb-patrimoine.com,AUTRE ACTEUR NON AUTORISÉ,02/06/21,amf
www.hsb-patrimoine.com,www.hsb-patrimoine.com,AUTRE ACTEUR NON AUTORISÉ,02/06/21,amf
franco-suedoise-investissement.fr,franco-suedoise-investissement.fr,CRYPTO-ACTIFS,02/06/21,amf
www.sucm.com,www.sucm.com,AUTRE ACTEUR NON AUTORISÉ,02/06/21,amf
platform.acces-conv-ex.com/login,platform.acces-conv-ex.com/login,USURPATION,27/05/21,amf
prénom.nom@turenne-capital.com,prénom.nom@turenne-capital.com,USURPATION,27/05/21,amf
turennecapital.acces-gestion.com/login,turennecapital.acces-gestion.com/login,USURPATION,27/05/21,amf
www.resolutionoperations.com,www.resolutionoperations.com,USURPATION,27/05/21,amf
prénom.nom@sollier-conseils.com,prénom.nom@sollier-conseils.com,USURPATION,27/05/21,amf
prénom.nom@fpconseil-paris.com,prénom.nom@fpconseil-paris.com,USURPATION,27/05/21,amf
www.group-slrs.com,www.group-slrs.com,USURPATION,20/05/21,amf
www.newtonpatrimoine.com,www.newtonpatrimoine.com,USURPATION,20/05/21,amf
www.guide-placements-alternatifs.com,www.guide-placements-alternatifs.com,USURPATION,20/05/21,amf
secure.octogone-europe-sa.com,secure.octogone-europe-sa.com,USURPATION,19/05/21,amf
prénom.nom@octogone-europe-sa.com,prénom.nom@octogone-europe-sa.com,USURPATION,19/05/21,amf
prénom.nom@natixis-solutions.com,prénom.nom@natixis-solutions.com,USURPATION,19/05/21,amf
www.amegafx.com/fr,www.amegafx.com/fr,FOREX,19/05/21,amf
rv.acces-protect-fr.com,rv.acces-protect-fr.com,USURPATION,17/05/21,amf
www.dofin-bv.com,www.dofin-bv.com,USURPATION,17/05/21,amf
fr.investigram.com,fr.investigram.com,FOREX,17/05/21,amf
www.mangroupfx.com,www.mangroupfx.com,FOREX,17/05/21,amf
prénom.nom@anyti-me.com,prénom.nom@anyti-me.com,USURPATION,17/05/21,amf
www.24trading.co,www.24trading.co,FOREX,17/05/21,amf
www.cave-aminvest.com,www.cave-aminvest.com,BIENS DIVERS / VIN,11/05/21,amf
www.cpl-market.com,www.cpl-market.com,USURPATION,11/05/21,amf
www.opticpl.com,www.opticpl.com,USURPATION,11/05/21,amf
www.manta-capital.com,www.manta-capital.com,USURPATION,11/05/21,amf
www.anytime-private.fr,www.anytime-private.fr,USURPATION,11/05/21,amf
www.eurofinance-ltd.com,www.eurofinance-ltd.com,FINANCEMENT PARTICIPATIF,11/05/21,amf
www.green-financial-solutions.com,www.green-financial-solutions.com,FINANCEMENT PARTICIPATIF,11/05/21,amf
www.bitcoinera.app,www.bitcoinera.app,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,11/05/21,amf
www.iam-invest.com,www.iam-invest.com,BIENS DIVERS / OR,10/05/21,amf
platform.eurostrat-finances.com/fr/admin/login,platform.eurostrat-finances.com/fr/admin/login,BIENS DIVERS / WHISKY,10/05/21,amf
prénom.nom@ta-management.online,prénom.nom@ta-management.online,USURPATION,10/05/21,amf
prénom.nom@bgcfholdings.com,prénom.nom@bgcfholdings.com,USURPATION,10/05/21,amf
prénom.nom@bgc-france.com,prénom.nom@bgc-france.com,USURPATION,10/05/21,amf
prénom.nom@agdpf.com,prénom.nom@agdpf.com,USURPATION,10/05/21,amf
www.dmadirectab.com,www.dmadirectab.com,FOREX,06/05/21,amf
www.finovesta-france.com,www.finovesta-france.com,USURPATION,06/05/21,amf
www.eafi-gestion.com,www.eafi-gestion.com,USURPATION,06/05/21,amf
prénom.nom@financiel-partners.fr,prénom.nom@financiel-partners.fr,USURPATION,06/05/21,amf
www.bstf-services.com,www.bstf-services.com,USURPATION,06/05/21,amf
www.astrahorizon.com,www.astrahorizon.com,FOREX,06/05/21,amf
www.app-trader.biz,www.app-trader.biz,FOREX,06/05/21,amf
www.btcusdtbank.com,www.btcusdtbank.com,FOREX,03/05/21,amf
www.alanda-capital.com,www.alanda-capital.com,USURPATION,03/05/21,amf
www.solidinvest.co,www.solidinvest.co,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,03/05/21,amf
prénom.nom@allianz-ehpad.com,prénom.nom@allianz-ehpad.com,USURPATION,03/05/21,amf
www.allianz-investissements.com,www.allianz-investissements.com,USURPATION,03/05/21,amf
prénom.nom@amf-litiges.org.fr,prénom.nom@amf-litiges.org.fr,USURPATION AMF,03/05/21,amf
www.5fdb2331d9d15.site123.me,www.5fdb2331d9d15.site123.me,USURPATION,27/04/21,amf
mail.info@bgcfranceholdings.com,mail.info@bgcfranceholdings.com,USURPATION,27/04/21,amf
www.aroxcapital.com,www.aroxcapital.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,27/04/21,amf
prénom.nom@mosaic-finance.com,prénom.nom@mosaic-finance.com,USURPATION,27/04/21,amf
prénom.nom@beauvau-capital.com,prénom.nom@beauvau-capital.com,USURPATION,23/04/21,amf
www.rvl.fra-common.com,www.rvl.fra-common.com,USURPATION,23/04/21,amf
prénom.nom@wf-gestion.fr,prénom.nom@wf-gestion.fr,USURPATION,23/04/21,amf
www.multifond-cap.com,www.multifond-cap.com,BIENS DIVERS / CHEPTEL,23/04/21,amf
www.cmccapital.net,www.cmccapital.net,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,23/04/21,amf
prénom.nom@allianz-immopapier.com,prénom.nom@allianz-immopapier.com,USURPATION,21/04/21,amf
www.bdt-company.com,www.bdt-company.com,USURPATION,21/04/21,amf
securedailywealth.com/bitcoinpro/,securedailywealth.com/bitcoinpro/,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,21/04/21,amf
prénom.nom@sg-option-europe.com,prénom.nom@sg-option-europe.com,USURPATION,21/04/21,amf
securedailywealth.com/the-bitcoin-era/,securedailywealth.com/the-bitcoin-era/,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,21/04/21,amf
prénom.nom@orpavimob.com,prénom.nom@orpavimob.com,USURPATION,16/04/21,amf
www.patrimomnium-europe.com/projets,www.patrimomnium-europe.com/projets,USURPATION,16/04/21,amf
www.lambay-capital.com,www.lambay-capital.com,USURPATION,16/04/21,amf
www.ma-cave.net,www.ma-cave.net,BIENS DIVERS / VIN,16/04/21,amf
platform.acces-davenportfinancial.com/login,platform.acces-davenportfinancial.com/login,USURPATION,15/04/21,amf
prénom.nom@crfp8.fr,prénom.nom@crfp8.fr,USURPATION,15/04/21,amf
prénom.nom@astoriainvest.info,prénom.nom@astoriainvest.info,USURPATION,15/04/21,amf
www.alt-cpm.com,www.alt-cpm.com,USURPATION,15/04/21,amf
www.capitalpro-inv.com,www.capitalpro-inv.com,FOREX,08/04/21,amf
www.fxcm-group.io,www.fxcm-group.io,FOREX,08/04/21,amf
www.everestbtc.com,www.everestbtc.com,FOREX,08/04/21,amf
www.pgs-cpl.com,www.pgs-cpl.com,USURPATION,08/04/21,amf
www.thebestrader.io,www.thebestrader.io,FOREX,08/04/21,amf
www.top-epargne.info/placement-yahoo,www.top-epargne.info/placement-yahoo,USURPATION,08/04/21,amf
www.capital-partnersonline.com,www.capital-partnersonline.com,USURPATION,08/04/21,amf
www.u-i-group.com,www.u-i-group.com,FOREX,07/04/21,amf
www.puprime.com,www.puprime.com,FOREX,07/04/21,amf
www.exfinances.com,www.exfinances.com,FOREX,07/04/21,amf
www.btcswing.com,www.btcswing.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,07/04/21,amf
www.bitcoin-champion.com,www.bitcoin-champion.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,07/04/21,amf
prénom.nom@amundi-ai-sas.com,prénom.nom@amundi-ai-sas.com,USURPATION,07/04/21,amf
www.ccs-patrimoine.com,www.ccs-patrimoine.com,USURPATION,07/04/21,amf
contango-trading.acces-securise.com,contango-trading.acces-securise.com,USURPATION,07/04/21,amf
www.encoreplus-france.com,www.encoreplus-france.com,USURPATION,07/04/21,amf
prénom.nom@contango-trading.com,prénom.nom@contango-trading.com,USURPATION,07/04/21,amf
market.ebk-france.com,market.ebk-france.com,USURPATION,07/04/21,amf
placement-vins.com/investir-vignoble,placement-vins.com/investir-vignoble,BIENS DIVERS / VIN,01/04/21,amf
platform.somerset-cm.com/login,platform.somerset-cm.com/login,USURPATION,01/04/21,amf
vicotoris.com,vicotoris.com,USURPATION,01/04/21,amf
www.daskann-clientsfr.com,www.daskann-clientsfr.com,USURPATION,01/04/21,amf
www.nam-gestion.com,www.nam-gestion.com,USURPATION,01/04/21,amf
espace-client.link,espace-client.link,USURPATION,25/03/21,amf
www.europeancapitalpartners.fr,www.europeancapitalpartners.fr,USURPATION,25/03/21,amf
prénom.nom@gecinainvest.com,prénom.nom@gecinainvest.com,USURPATION,25/03/21,amf
prénom.nom@oddobhf-gestion.com,prénom.nom@oddobhf-gestion.com,USURPATION,25/03/21,amf
www.plcbarclays.com,www.plcbarclays.com,CRYPTO-ACTIFS,25/03/21,amf
www.oddobhf-gestion.com,www.oddobhf-gestion.com,USURPATION,25/03/21,amf
skda-management.com,skda-management.com,USURPATION,23/03/21,amf
www.gwp-conseil.com,www.gwp-conseil.com,BIENS DIVERS / VIN,23/03/21,amf
market.banif-bc.online,market.banif-bc.online,USURPATION,23/03/21,amf
contact@europe-capital-partners.fr,contact@europe-capital-partners.fr,USURPATION,23/03/21,amf
prénom.nom@rjo-brienfrance.com,prénom.nom@rjo-brienfrance.com,USURPATION,23/03/21,amf
st-conseils.com,st-conseils.com,BIENS DIVERS / VIN,16/03/21,amf
www.finexro.com,www.finexro.com,FOREX,16/03/21,amf
daxkapital.com,daxkapital.com,FOREX,16/03/21,amf
www.tritonmarkets.com,www.tritonmarkets.com,FOREX,16/03/21,amf
cabinet-sip.com,cabinet-sip.com,USURPATION,16/03/21,amf
ginebrafx.com,ginebrafx.com,FOREX,16/03/21,amf
moon-invest.fr,moon-invest.fr,USURPATION,14/03/21,amf
prénom.nom@valoris-patrimoine.fr,prénom.nom@valoris-patrimoine.fr,USURPATION,14/03/21,amf
www.tritoncapitalmarkets.com,www.tritoncapitalmarkets.com,FOREX,14/03/21,amf
www.waltergestion.com,www.waltergestion.com,FOREX,14/03/21,amf
www.groupfletcher.com,www.groupfletcher.com,FOREX,14/03/21,amf
w.pichon@haussmannpatrimoine-conseil.com,w.pichon@haussmannpatrimoine-conseil.com,USURPATION,09/03/21,amf
admin@allianzvie.eu,admin@allianzvie.eu,USURPATION,09/03/21,amf
alvieprivate.services,alvieprivate.services,USURPATION,09/03/21,amf
www.orpeagroup.com,www.orpeagroup.com,USURPATION,09/03/21,amf
administration@orpeagroup.com,administration@orpeagroup.com,USURPATION,09/03/21,amf
objectifgestionmondiale.com,objectifgestionmondiale.com,USURPATION,09/03/21,amf
www.bitcoin-formation.club,www.bitcoin-formation.club,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,09/03/21,amf
cmxmarket.com,cmxmarket.com,FOREX,09/03/21,amf
landing.marketstm.com/fr/mtm7_btc_safe_b2go_fr,landing.marketstm.com/fr/mtm7_btc_safe_b2go_fr,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,04/03/21,amf
landing.marketstm.com/fr/mtm7_the_bitcoin_revolution_fr,landing.marketstm.com/fr/mtm7_the_bitcoin_revolution_fr,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,04/03/21,amf
fabien.gauthier@amc-financial.com,fabien.gauthier@amc-financial.com,USURPATION,04/03/21,amf
fr.bitcoin-now.tiptopko48.com,fr.bitcoin-now.tiptopko48.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,04/03/21,amf
www.dalsari.com,www.dalsari.com,FOREX,04/03/21,amf
market.openbk-online.com,market.openbk-online.com,USURPATION,02/03/21,amf
www.patrim-omnium.com,www.patrim-omnium.com,USURPATION,02/03/21,amf
patricia.desaintjean@acces-boursorama.com,patricia.desaintjean@acces-boursorama.com,USURPATION,02/03/21,amf
www.ldc-crypto.com,www.ldc-crypto.com,CRYPTO-ACTIFS,18/02/21,amf
www.coinrevolut.com,www.coinrevolut.com,CRYPTO-ACTIFS,18/02/21,amf
crypto-btc.co.uk,crypto-btc.co.uk,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,18/02/21,amf
gold9834.uniglobal-equities.com,gold9834.uniglobal-equities.com,USURPATION,18/02/21,amf
www.finetero.com,www.finetero.com,PRODUITS DÉRIVÉS SUR CRYPTO-ACTIFS,16/02/21,amf
www.mondiaen-capital.com,www.mondiaen-capital.com,USURPATION,16/02/21,amf
connexion-lfde.com,connexion-lfde.com,USURPATION,11/02/21,amf
placementsfaciles.fr/container,placementsfaciles.fr/container,BIENS DIVERS / CONTENEUR,11/02/21,amf
www.eu-markets.co,www.eu-markets.co,USURPATION,11/02/21,amf
lfde-monespace.com,lfde-monespace.com,USURPATION,11/02/21,amf
bkt-inter.eu,bkt-inter.eu,USURPATION,11/02/21,amf
lfde-gp.com,lfde-gp.com,USURPATION,11/02/21,amf
client-lfde.com,client-lfde.com,USURPATION,11/02/21,amf
particuliers-lfde.com,particuliers-lfde.com,USURPATION,11/02/21,amf
lfde-gestion.com,lfde-gestion.com,USURPATION,11/02/21,amf
portail-lfde.com,portail-lfde.com,USURPATION,11/02/21,amf
5er-gt54feghxvnqj45pow-5-2dhjpatrixf.com,5er-gt54feghxvnqj45pow-5-2dhjpatrixf.com,USURPATION,11/02/21,amf
www.lse-asset.com,www.lse-asset.com,USURPATION,11/02/21,amf
www.lse-client.com,www.lse-client.com,USURPATION,11/02/21,amf
www.gravity-market.com,www.gravity-market.com,FOREX,08/02/21,amf
www.srprisk.com,www.srprisk.com,USURPATION,08/02/21,amf
alternative-patrimoniale.fr,alternative-patrimoniale.fr,USURPATION,08/02/21,amf
lh-finances.com,lh-finances.com,USURPATION,08/02/21,amf
www.wellingtonfundsfr.com,www.wellingtonfundsfr.com,USURPATION,08/02/21,amf
www.ivv-asset-management-bv.com,www.ivv-asset-management-bv.com,USURPATION,08/02/21,amf
ivv-asset.com,ivv-asset.com,USURPATION,08/02/21,amf
cdcplacement-paris.com,cdcplacement-paris.com,USURPATION,08/02/21,amf
vincent.arnault@cabinetmaingre.com,vincent.arnault@cabinetmaingre.com,USURPATION,01/02/21,amf
gv-corporatelimited.com,gv-corporatelimited.com,USURPATION,01/02/21,amf
aim-connect.net,aim-connect.net,USURPATION,01/02/21,amf
www.bc-opportunityfund.com,www.bc-opportunityfund.com,USURPATION,01/02/21,amf
www.argon-financial.com,www.argon-financial.com,USURPATION,01/02/21,amf
platform.argon-financial.com/login,platform.argon-financial.com/login,USURPATION,01/02/21,amf
lamaisonlivreo.com,lamaisonlivreo.com,BIENS DIVERS / OR,01/02/21,amf
www.rubis-patrimoine.fr,www.rubis-patrimoine.fr,USURPATION,22/01/21,amf
rubis-patrimoine.biz,rubis-patrimoine.biz,USURPATION,22/01/21,amf
bb-gestionprivee.com,bb-gestionprivee.com,USURPATION,22/01/21,amf
