name,website,category,date,source
Phoenix Mergers & Acquisitions LLC,www.phoenixmerge.com,Unlicensed entities,2007-08-15,sfc
Focus (AIM) Limited,,Unlicensed entities,,sfc
Forex Capital Markets Club Limited / FXCM Club / FX Capital Club Limited,www.fxcmclub.com,Unlicensed entities,2007-10-15,sfc
Lake Shore Asset Management Limited,,,,sfc
Bradstone Healy & Pratt,www.bhpmergers.com,Unlicensed entities,2007-10-26,sfc
Octagon Consulting,www.octagonconsult.com,Unlicensed entities,2007-10-31,sfc
SMI Global Capital Ltd,www.smicap.com,Unlicensed entities,2007-09-20,sfc
Eden Financial Group,www.eden-fg.com,Unlicensed entities,2007-11-13,sfc
ALV Group,www.alvgroup.com,Unlicensed entities,2007-11-15,sfc
Hong Kong Jongsfung Kamyung Group Ltd,www.jonesfung.com,Suspicious websites,,sfc
Elliott & Partners Advisory (HK) Limited,www.elliott-partners.com,Unlicensed entities,2007-11-23,sfc
Crestwell Resources Ltd,www.crestwellresources.com,Suspicious websites,,sfc
E-Money Balance Trustworthy Group Inc.,http://emb.imbark.org,Unlicensed entities,,sfc
Masterfield Investment Group,www.masterfieldinvestmentgroup.com,Unlicensed entities,,sfc
Xcell Solar Inc,,Suspicious websites,,sfc
Mitsui Financial,www.mitsuifinancial.com,Unlicensed entities,,sfc
"Apollo International Wealth Investment Management Co., Ltd. /   Apollo International Wealth Management Co., Ltd.",www.apollo-fc.com,Suspicious websites,,sfc
"Blackstone, Nelson, Newhouse",www.bnnservices.com,Unlicensed entities,2007-12-17,sfc
Joint Profit Investment Limited,www.jpil.hk,Unlicensed entities,2007-12-18,sfc
H-Fund Finance Management Consultant Limited,www.hfund.hk,Unlicensed entities,2007-12-18,sfc
Macao Management,www.macaomgmt.hk,Unlicensed entities,2007-12-27,sfc
Southern Cross Mergers and Acquisitions,www.southerncrossma.com,Unlicensed entities,2008-01-09,sfc
Hudson & Parker,www.hudsonandparker.com,Unlicensed entities,2007-11-13,sfc
www.hdli.net,www.hdli.net,Suspicious websites,2008-01-10,sfc
Apex Trade Group Pte Ltd,,Unlicensed entities,,sfc
Morgan Financial Advisors / MFA International Holdings Limited,www.morgan-advisors.com,Unlicensed entities,2008-01-10,sfc
Maxson Financial (H.K.) Co. Ltd,www.maxsonfinancial.com,Unlicensed entities,2008-01-17,sfc
U.S.A. ICII International Consultant Limited,www.iici.biz,Unlicensed entities,2008-01-17,sfc
fxdeposit.com,http://fxdeposit.com,Suspicious websites,2008-01-23,sfc
www.piieast.com,,Suspicious websites,,sfc
Granite Consolidated,www.graniteconsolidated.com,Unlicensed entities,2008-02-12,sfc
Yardly Holdings Limited,,Unlicensed entities,,sfc
API Mutual Fund LLC,www.apimutual.com,Suspicious websites,2008-02-12,sfc
Keensino International Investment Limited,www.ksil-cur.com,Unlicensed entities,,sfc
Howell Schine & Co,www.howellschine.com,Unlicensed entities,2008-02-27,sfc
www.hk-guoco.com,,Suspicious websites,,sfc
Maxson & Associates Securities Limited,www.maxson-associates.com,Unlicensed entities,2008-02-27,sfc
Aberdeen Lyle Group,www.aberdeenlyle.com,Unlicensed entities,2008-03-13,sfc
"UK Man International Investment Financial Group Co., Ltd",www.manasia.com.cn,Suspicious websites,2007-12-20,sfc
Solid Gold Finance Limited,,Unlicensed entities,,sfc
Lots Financial Group Limited,www.lotsfx.com,Unlicensed entities,2008-03-18,sfc
Alpinai Investments,www.alpinai.com,Unlicensed entities,2007-01-03,sfc
Greenwich Trust,,Unlicensed entities,,sfc
HKForex (H.K.) Co. Ltd.,www.hkforex.com.cn,Unlicensed entities,2008-04-16,sfc
Pacific Capital Trading,www.pct-hk.com,Unlicensed entities,2008-05-16,sfc
Wilkin And Associates Inc,www.wilkinassociates.hk,Unlicensed entities,2008-06-03,sfc
Mangsang Investment Group Ltd,www.mangsang.com,Unlicensed entities,2008-06-16,sfc
Endeavor International Limited,www.endeavorplan.com,Unlicensed entities,,sfc
Nuventis Corporate Services Group,www.nuventiscorp.com,Unlicensed entities,,sfc
www.sheep669.cn,www.sheep669.cn,Suspicious websites,,sfc
Bauer Associates,www.bauerassociates.biz,Unlicensed entities,2007-06-12,sfc
Maynard & Breen Investment Services,www.maybrn.com,Unlicensed entities,2008-05-19,sfc
Man International (Hong Kong) Group Limited,www.manasia.com.cn,Suspicious websites,2008-04-22,sfc
Yingho International,www.yingho.com,Unlicensed entities,,sfc
Advantage Securities Inc,www.advantagesecurities.com,Unlicensed entities,2008-07-22,sfc
Masaru Associates,www.masaruassociates.com,Unlicensed entities,,sfc
"Sabin Commodities, Inc.",www.sabin-commodities.com,Unlicensed entities,2008-07-31,sfc
Miracle Asset Ltd,,Unlicensed entities,,sfc
Reynolds Group Limited,www.reynoldsfinance.com,Unlicensed entities,2008-08-13,sfc
Scott Fitzgerald Group,www.scottfitzgeraldgroup.com,Unlicensed entities,,sfc
Bernburg Investment Bankers,www.bernburginvestmentbankers.eu,Unlicensed entities,,sfc
Standard United Corporation,www.standardunited.com,Unlicensed entities,2008-07-21,sfc
Trade Loyal Investment Limited,www.tradeloyalinvestmentltd.com,Unlicensed entities,,sfc
Mohoon International Investment Ltd,www.mohoon.com,Unlicensed entities,2008-09-02,sfc
Worthington Financial Group,www.worfingrp.com,Unlicensed entities,2008-08-04,sfc
Gartlett Investments Limited,www.gartlett.com,Unlicensed entities,2008-10-10,sfc
"Wan Shi Group, Century Financial Limited, Man Financial Ltd",www.wanshi-fx.com,Unlicensed entities,2008-10-21,sfc
Uni-Rich International Investment Limited,www.lfgj.com.hk,Unlicensed entities,,sfc
Target International Overseas Limited,www.tiofx.com,Unlicensed entities,2008-10-31,sfc
Safeguard Equity Group,www.safeguardequity.com,Unlicensed entities,2008-11-04,sfc
JD Abrams & Associates,www.jdabramsassociates.com,Unlicensed entities,2008-11-12,sfc
Parker Monroe,www.parkermonroe.com,Unlicensed entities,,sfc
Morgan Capital Partners,www.morgancp.com,Unlicensed entities,2008-11-19,sfc
Rive Financial,www.rivefinancial.ch,Unlicensed entities,,sfc
CES Futures Brokerage Co. Ltd.,www.cesfutures.com,Unlicensed entities,2008-11-21,sfc
Omega Capital Management,www.omegacm.com,Unlicensed entities,2008-11-28,sfc
"Feldman, Mackie & Chan LLC",www.feldmanmackiechan.com,Unlicensed entities,2008-12-22,sfc
www.manuk.com.cn,,Suspicious websites,,sfc
www.680588.com,,Suspicious websites,,sfc
Wansheng International Investment Group Co Ltd,www.wstz168.com,Unlicensed entities,2009-01-20,sfc
World Energy International Inc,www.worldenergyint.com,Unlicensed entities,2009-01-22,sfc
HMG Holdings Ltd,www.hmgholdingsltd.com,Unlicensed entities,,sfc
Cornerstone Worldwide Ltd,www.cornerstone-worldwide.com,Unlicensed entities,2009-02-23,sfc
Next Futures Co. Ltd,www.nextfutures.com,Unlicensed entities,2009-02-24,sfc
Peninsula Capital Limited,www.peninsulacapitalhk.com,Unlicensed entities,2009-03-17,sfc
www.yc28.com,,Suspicious websites,,sfc
HIS Commodities,www.hiscommodities.com,Unlicensed entities,2009-03-25,sfc
IRS & Partners,www.irspartners.com,Unlicensed entities,2009-03-25,sfc
Flagship Consolidated,www.flagshipcsld.com,Unlicensed entities,2009-03-31,sfc
Hong Kong Financial Securities Board,www.hkfsb.org,Fake regulators and/or market operators,2009-03-31,sfc
Hua-tong Finance and Investment Company Limited,www.hk-huatong.com,Unlicensed entities,2009-03-31,sfc
Hong Kong Financial Services Authority,www.hkfsa.org,Fake regulators and/or market operators,,sfc
North Point Capital,www.northpointcapitalhk.com,Unlicensed entities,2009-04-08,sfc
www.amtmarkets.com,,Suspicious websites,,sfc
www.itgfx.com,,Suspicious websites,,sfc
Alliance Transfer Inc.,www.alliancetransferinc.com,Unlicensed entities,2009-04-21,sfc
www.zfjhgold.com,,Suspicious websites,,sfc
Global Futures Transaction Investment Limited,www.gftinvestment.com,Unlicensed entities,,sfc
World Point International Investments Limited,,Unlicensed entities,,sfc
Garant Partners,www.garantpartners.com,Unlicensed entities,2009-05-13,sfc
Winslow Trade,www.winslowescrow.com,Unlicensed entities,2009-05-13,sfc
Pacific Wealth Global Ltd,,Unlicensed entities,,sfc
First Prime International Ltd,www.firstprimegroup.net,Unlicensed entities,2009-05-18,sfc
Heathway Limited,www.heathwayescrow.com,Unlicensed entities,2009-05-19,sfc
Birchmore Group,www.birchmoregrp.com,Unlicensed entities,2009-05-25,sfc
Atlantis Financial,www.atlantis-financial.com,Unlicensed entities,2009-06-02,sfc
DES Options,www.desoptions.com,Unlicensed entities,2009-06-16,sfc
"HongKong Gxforex co., ltd",www.jxcm138.com,Unlicensed entities,2008-09-03,sfc
Carter Sinclair Ltd,www.carter-sinclair.com,Unlicensed entities,2009-06-16,sfc
Hong Kong ya-tong Finance and Investment Co. Ltd.,www.hk-yatong.com,Unlicensed entities,2009-06-24,sfc
Goldman Sachs Asia Investment Management (Hong Kong) Limited,,Unlicensed entities,,sfc
Marketing Services International,www.marketingservicesinternational.com,Unlicensed entities,,sfc
Sun Billion Limited,,Unlicensed entities,,sfc
Jade Asia International Ltd,www.Jade-Asia.com,Unlicensed entities,,sfc
Electronic Capital Markets Limited,www.ecmforex.com,Unlicensed entities,2008-03-07,sfc
Mays Group Limited,,Unlicensed entities,,sfc
Macmillan Frasier,,Unlicensed entities,,sfc
World Asian Trading Limited,,Unlicensed entities,,sfc
Bradley Hill Holdings Limited,www.bradleyhillholdings.com,Unlicensed entities,2009-07-06,sfc
Wilmington Financial Group,www.worfingrp.com,Unlicensed entities,2008-08-04,sfc
Sternfield Limited,,Unlicensed entities,,sfc
Takahashi Nakamura Associates,www.takahashinakamura.com,Unlicensed entities,2009-07-10,sfc
Creston Financial Group GmbH,,Unlicensed entities,,sfc
Goldenberg Limited,,Unlicensed entities,,sfc
Hong Kong Financial Trading Authority,www.hkfta.org,Fake regulators and/or market operators,2009-07-15,sfc
Pacific Rim Wealth Management,www.pacificrimwealthmgmt.com,Unlicensed entities,2009-07-17,sfc
www.kgtoushin.com,,Suspicious websites,,sfc
He-Xin Finance and Investment,www.hexincopy.com,Unlicensed entities,2009-07-23,sfc
Milton Hayward,,Unlicensed entities,,sfc
Midas International,www.midasworldwide.com,Unlicensed entities,2009-08-18,sfc
Hong Kong Foreign Financial Fund Company,www.foreignfinancial-hk.com,Unlicensed entities,2009-09-01,sfc
The Stern Group,www.thesterngrp.com,Unlicensed entities,2009-09-03,sfc
Index Easy,www.index-e.com,Suspicious websites,,sfc
www.zfzqtz.com,,Suspicious websites,,sfc
Morris and Kent Mergers and Acquisitions,www.morriskent.com,Unlicensed entities,2009-09-16,sfc
Keshington Group Limited,,Unlicensed entities,,sfc
Koryo Asia Limited,www.koryoasia.com,Unlicensed entities,,sfc
Logical Clearing Limited,,Unlicensed entities,,sfc
First Prime Group Ltd,www.firstprimegroup.com,Unlicensed entities,2009-05-18,sfc
AngloAsia Capital Management Limited,www.koryoasia.com,Unlicensed entities,,sfc
United Success Financial Limited,www.usf-online.com,Unlicensed entities,2009-09-14,sfc
ChosunFund Limited,www.koryoasia.com,Unlicensed entities,,sfc
Thomas Moore,www.thomasmoore.biz,Unlicensed entities,2009-09-21,sfc
Options and Futures Eastern Trading Limited,www.ofeastern.com,Unlicensed entities,2009-07-15,sfc
Loyal Relations (Hong Kong),,Unlicensed entities,,sfc
Financial Services Regulator of Hong Kong,www.fsrhk.org,Fake regulators and/or market operators,2009-09-28,sfc
Hentsch & Muller,www.hentsch-muller.com,Unlicensed entities,2009-09-29,sfc
Richard-Blendmonde,www.richardblendmonde.com,Unlicensed entities,2009-10-13,sfc
SigmaForex.com,www.sigmaforex.com,Unlicensed entities,2009-10-16,sfc
Alpha Group,www.ag-alphagroup.com,Suspicious websites,2009-10-16,sfc
The Castleton Group,www.castletongrp.com,Unlicensed entities,2009-10-19,sfc
Rockwood M & A,www.rockwoodma.com,Unlicensed entities,2009-10-19,sfc
www.kgsld.com,,Suspicious websites,,sfc
Swift Tech Capital,www.swifttechcapital.com,Unlicensed entities,2009-10-13,sfc
Hong Kong Commodity Trading Board,www.hkctb.org,Fake regulators and/or market operators,,sfc
Morris Commodities,www.morriscommodities.com,Unlicensed entities,2009-10-21,sfc
AgroMicron Limited,www.agromicron.com,Unlicensed entities,2009-09-24,sfc
www.sunlonghk.com,,Suspicious websites,,sfc
Dawson and Raymond M & A,www.dawsonandraymondma.com,Unlicensed entities,2009-10-19,sfc
Abacus Marketing Services,www.abacusmarketingservices.com,Unlicensed entities,2009-10-21,sfc
"FTP Futures (also known as Fukumoto, Toshihiro and Partners Futures Trading)",www.ftpfutures.com,Unlicensed entities,2009-10-27,sfc
Stemark Limited,,Unlicensed entities,,sfc
The Mollins Group,www.themollinsgroup.com,Unlicensed entities,2009-11-04,sfc
The Bridgeway Group International,www.bridgewaygroupintl.com,Unlicensed entities,2009-09-21,sfc
International Equities Organization,www.intl-equities.org,Fake regulators and/or market operators,,sfc
Alma Forex,www.almaforex.com,Unlicensed entities,2009-11-16,sfc
Cherryshares,www.cherryshares.com,Unlicensed entities,2009-11-19,sfc
SMART International Hong Kong Limited,www.smart8888.com,Suspicious websites,2009-09-01,sfc
Asia Dragon Group,www.asiadragongroup.com,Unlicensed entities,2009-11-19,sfc
Beltway M & A,www.beltwayma.com,Unlicensed entities,2009-10-19,sfc
Advantage Offshore Clearing Limited,,Unlicensed entities,,sfc
Zheng-Tai Finance and Investment Company Limited,www.hk-zhengtai.com,Unlicensed entities,2009-12-03,sfc
Bergues Invest,www.berguesinvest.com,Unlicensed entities,2009-12-08,sfc
Waverly M & A,www.waverlyma.com,Unlicensed entities,2009-12-15,sfc
Paragon International,www.paragon-international.com,Unlicensed entities,2009-10-27,sfc
Golden Global Investment Limited,www.golden-finance.com,Unlicensed entities,,sfc
Pell Futures,www.pell-futures.com,Unlicensed entities,2010-01-25,sfc
Asia-Pacific Finance and Investment,www.asia-pacific.hk.cn,Unlicensed entities,2010-01-25,sfc
Euro Pacific Trade,,Unlicensed entities,,sfc
Rusein International Investment Limited,http://rusein.com/negr.asp,Unlicensed entities,2009-12-03,sfc
Shin Futures,www.shinfutures.com,Unlicensed entities,2010-02-01,sfc
Carghill Wright and Associates,www.carghillwright.com,Unlicensed entities,2010-02-02,sfc
Edenbridge International Limited,,Unlicensed entities,,sfc
The Captrust Group,www.captrustgroup.com,Unlicensed entities,2010-02-03,sfc
Ryer Limited,,Unlicensed entities,,sfc
www.frklin.org,www.frklin.org,Suspicious websites,,sfc
www.frklin.net,www.frklin.net,Suspicious websites,,sfc
www.frklin.com,www.frklin.com,Suspicious websites,,sfc
Investex,www.investexfunds.com,Unlicensed entities,2010-02-17,sfc
Trent Consultants,http://www.trent-consultants.com,Unlicensed entities,2009-12-08,sfc
Financial Market Authority of Hong Kong,www.fmahk.org,Fake regulators and/or market operators,2010-02-18,sfc
Front Futures,www.frontfutures.com,Unlicensed entities,2010-02-25,sfc
Digits Financial Hong Kong Company,www.digitsfinancial-hk.com,Unlicensed entities,2010-03-08,sfc
Chartmore International,,Unlicensed entities,,sfc
E-Trader Limited,,Unlicensed entities,,sfc
Beijing Securities,www.beijingsecurities.com.cn,Unlicensed entities,2010-03-11,sfc
Cheer Fortune International Investment Management Company Limited,www.cheerfo.hk,Unlicensed entities,2010-03-12,sfc
Bergstein Financial,www.bergsteinfinancial.com,Unlicensed entities,2010-03-11,sfc
"Montgomery, Blake & Associates",www.montgomeryblake.com,Unlicensed entities,2009-10-23,sfc
Monetary Authority of China,,Fake regulators and/or market operators,,sfc
Schapiro Global Inc,www.schapiroglobal.com,Unlicensed entities,2010-03-12,sfc
Covast Limited,,Unlicensed entities,,sfc
Famex Financial,www.famexfinancial.com,Unlicensed entities,2010-03-19,sfc
Crown Alpha Limited,,Unlicensed entities,,sfc
FKL Investments,www.fkltz.com,Unlicensed entities,2010-03-19,sfc
Markets Central,www.marketcentral.net,Unlicensed entities,2010-03-19,sfc
Reich Global Ltd,,Unlicensed entities,,sfc
EquiAsia Group Limited,www.equiasiagroup.net,Unlicensed entities,2010-03-11,sfc
Asia Auction Inc.,,Unlicensed entities,,sfc
Blanc & Baumar,www.blancandbaumar.com,Unlicensed entities,2010-02-17,sfc
Sunrise Futures LLC,www.sunrise-futures.com,Unlicensed entities,2010-03-22,sfc
FXMETATRADER Japan Company Limited,www.fxmetatrader.net,Unlicensed entities,2010-03-26,sfc
Future Index,www.findex8.com,Suspicious websites,,sfc
Pearlgate International Limited,,Unlicensed entities,,sfc
Crown Wealth International,www.crownwealthinternational.com,Unlicensed entities,2010-04-19,sfc
Transfer Services Ltd,www.transferslimited.com,Unlicensed entities,2010-03-11,sfc
Complete Commodities Trading,www.completecommodity.com,Unlicensed entities,2010-04-19,sfc
China Mercantile Exchange,www.cnmex.com,Unlicensed entities,2010-03-12,sfc
Hong Kong Options and Futures Exchange (HKOFX),www.hkofx.com,Fake regulators and/or market operators,,sfc
Newton International Limited,www.newtonfx.com,Unlicensed entities,2010-04-19,sfc
Levin Mayer,www.levin-mayer.com,Unlicensed entities,2010-04-22,sfc
Shanghai Mercantile Exchange,www.shmex.org,Fake regulators and/or market operators,2010-04-22,sfc
Chatex Ltd,,Unlicensed entities,,sfc
Prime International Trading Ltd,www.prime-commodities.com,Unlicensed entities,2010-04-27,sfc
MY FX STAR,www.myfxstar.net,Unlicensed entities,2010-03-19,sfc
Faithway Limited,,Unlicensed entities,,sfc
SHK Financial Group (China) Co. Ltd,www.hkshk.com,Suspicious websites,2010-04-28,sfc
Power Point International Ltd,,Unlicensed entities,,sfc
Power Point Capital,www.powerpointcapital.com,Unlicensed entities,2010-04-30,sfc
www.87671.com,www.87671.com,Suspicious websites,,sfc
"Northcott, Sterling, Xavier & Associates Limited",,Unlicensed entities,,sfc
Lance Global Solutions Limited,,Unlicensed entities,,sfc
Westline M&A,www.westlinema.com,Unlicensed entities,2010-05-12,sfc
International Trade Oversight Committee,www.intl-tradeoc.com,Unlicensed entities,,sfc
Global Option Solutions,www.globaloptionsolutions.com,Unlicensed entities,2010-05-14,sfc
The Hong Kong Futures & Options Exchange (The HKFOE),www.hkfoe.com,Fake regulators and/or market operators,,sfc
CyberSL,www.cybersl.com,Suspicious websites,,sfc
Hong Kong Gold Exchange,http://www.hkgoldge.com,Fake regulators and/or market operators,,sfc
www.gscl.hk,www.gscl.hk,Suspicious websites,,sfc
Fox Global,www.foxglobal.biz,Unlicensed entities,,sfc
Price and Stone Mergers & Acquisitions,www.priceandstonema.com,Unlicensed entities,2010-07-05,sfc
